Applicant_ID,default_status
Apcnt_1000032,0.32164753020067727
Apcnt_1000048,0.3419104363774548
Apcnt_1000052,0.4020756993133908
Apcnt_1000076,0.7165952432085002
Apcnt_1000080,0.1779802739026451
Apcnt_1000084,0.40891994708856577
Apcnt_1000104,0.3690109788367287
Apcnt_1000116,0.6139270152212563
Apcnt_1000128,0.37945152606329036
Apcnt_1000156,0.2978173347728995
Apcnt_1000192,0.10797416197912645
Apcnt_1000208,0.027031857206056588
Apcnt_1000264,0.6115199616881472
Apcnt_1000288,0.03390965211447597
Apcnt_1000292,0.45676117081707274
Apcnt_1000328,0.6326669630514107
Apcnt_1000336,0.30637747311158353
Apcnt_1000356,0.05195244033225356
Apcnt_1000368,0.12570516082001773
Apcnt_1000372,0.6912544064120325
Apcnt_1000392,0.09350028012986174
Apcnt_1000396,0.0632161750338076
Apcnt_1000400,0.06895882086598355
Apcnt_1000416,0.28183847316857974
Apcnt_1000428,0.02258628438795157
Apcnt_1000440,0.042968036073264146
Apcnt_1000456,0.5050979444658544
Apcnt_1000472,0.04825305875613574
Apcnt_1000488,0.1154920928918997
Apcnt_1000492,0.08714602739004883
Apcnt_1000504,0.6995890839081069
Apcnt_1000516,0.2908697501781826
Apcnt_1000532,0.06382101740604056
Apcnt_1000552,0.2406574401524291
Apcnt_1000564,0.3639100516901503
Apcnt_1000576,0.7447026890231168
Apcnt_1000596,0.11240303156417136
Apcnt_1000620,0.11292534090742205
Apcnt_1000624,0.029478525984677238
Apcnt_1000636,0.007742618129642938
Apcnt_1000648,0.03156283539149218
Apcnt_1000668,0.03195795617896787
Apcnt_1000680,0.12593605183932624
Apcnt_1000696,0.0494175541882722
Apcnt_1000704,0.492928606624611
Apcnt_1000724,0.04580202378483203
Apcnt_1000740,0.24144588527833213
Apcnt_1000744,0.013131340907549712
Apcnt_1000756,0.05577476164738812
Apcnt_1000768,0.01054923531422102
Apcnt_1000784,0.0021535700574092887
Apcnt_1000796,0.0037327680664755785
Apcnt_1000808,0.0016171947843571718
Apcnt_1000816,0.034830713584223974
Apcnt_1000820,0.005176476109786498
Apcnt_1000824,0.0739373273729913
Apcnt_1000856,0.5925835807755424
Apcnt_1000872,0.591837815319271
Apcnt_1000880,0.07846201618575592
Apcnt_1000904,0.23817626243438048
Apcnt_1000912,0.6841250207182422
Apcnt_1000920,0.7447028945379114
Apcnt_1000952,0.05597791132933187
Apcnt_1000960,0.12237417187639622
Apcnt_1000964,0.2059862551906935
Apcnt_1000968,0.008649337889013202
Apcnt_1000976,0.7183525310577404
Apcnt_1000984,0.48227199417592453
Apcnt_1000992,0.236555036574679
Apcnt_1000996,0.4838267407081781
Apcnt_1001000,0.18279303392078444
Apcnt_1001008,0.09256053230987352
Apcnt_1001028,0.02664893157189463
Apcnt_1001032,0.5251024663047619
Apcnt_1001036,0.7016366861027316
Apcnt_1001040,0.5513731779824015
Apcnt_1001048,0.6019847437454572
Apcnt_1001052,0.029062060433749315
Apcnt_1001068,0.746759707574567
Apcnt_1001076,0.13447444509783318
Apcnt_1001080,0.19172550121046322
Apcnt_1001092,0.0956748142142939
Apcnt_1001120,0.6736816726110656
Apcnt_1001144,0.5580796390858337
Apcnt_1001148,0.13745744860006906
Apcnt_1001168,0.16945930881154564
Apcnt_1001176,0.7298306664714214
Apcnt_1001200,0.15749542962474658
Apcnt_1001224,0.34999042142354436
Apcnt_1001228,0.5023217933983551
Apcnt_1001236,0.07397657334762858
Apcnt_1001244,0.2415378067719323
Apcnt_1001248,0.01816708192143056
Apcnt_1001256,0.24574376127114966
Apcnt_1001260,0.17819814732294378
Apcnt_1001264,0.008238075659932417
Apcnt_1001288,0.04285489281936063
Apcnt_1001292,0.06964436716923839
Apcnt_1001296,0.06515274656298867
Apcnt_1001304,0.2481587020007608
Apcnt_1001308,0.1127938999032059
Apcnt_1001316,0.12713108229963024
Apcnt_1001320,0.4084982337761289
Apcnt_1001352,0.43613549887023395
Apcnt_1001360,0.3203343901522741
Apcnt_1001376,0.7749053185458077
Apcnt_1001384,0.06912114988772541
Apcnt_1001388,0.4920186905150194
Apcnt_1001400,0.8340673604264637
Apcnt_1001416,0.5377767008464329
Apcnt_1001436,0.6065099815717904
Apcnt_1001452,0.325166851442377
Apcnt_1001456,0.032421717256191446
Apcnt_1001468,0.6564554508363404
Apcnt_1001480,0.14117845820518968
Apcnt_1001488,0.3030764894626933
Apcnt_1001508,0.4859297761069141
Apcnt_1001512,0.0516368561233199
Apcnt_1001516,0.49300418963363446
Apcnt_1001528,0.42882062626838935
Apcnt_1001532,0.20293291146384893
Apcnt_1001548,0.00615309219733651
Apcnt_1001552,0.00633712668299543
Apcnt_1001572,0.2062100084234909
Apcnt_1001580,0.016553881025239373
Apcnt_1001584,0.05843920851536428
Apcnt_1001624,0.12648794121887835
Apcnt_1001632,0.03444925308966624
Apcnt_1001668,0.04252271420595774
Apcnt_1001692,0.05312832784537661
Apcnt_1001700,0.019537791761739195
Apcnt_1001708,0.10855957451859631
Apcnt_1001716,0.040289812133617285
Apcnt_1001732,0.06518073182674887
Apcnt_1001752,0.49224538730050477
Apcnt_1001760,0.06155810514360894
Apcnt_1001764,0.01709567604455807
Apcnt_1001776,0.33617503352971295
Apcnt_1001780,0.24740924800294312
Apcnt_1001788,0.7543412086970492
Apcnt_1001792,0.0562713149262258
Apcnt_1001800,0.12419791393983864
Apcnt_1001820,0.25893519428881134
Apcnt_1001828,0.600377659771271
Apcnt_1001836,0.06786084534852761
Apcnt_1001844,0.4493963599382118
Apcnt_1001848,0.2051052567034122
Apcnt_1001860,0.37509886546925664
Apcnt_1001880,0.3450233356228401
Apcnt_1001888,0.44667586185183517
Apcnt_1001900,0.2795326238460507
Apcnt_1001908,0.5578094900210908
Apcnt_1001936,0.32536748157129775
Apcnt_1001940,0.18988731377722112
Apcnt_1001960,0.3841659883073806
Apcnt_1001988,0.6200885653230513
Apcnt_1002000,0.09990900441917579
Apcnt_1002020,0.2441426154771754
Apcnt_1002024,0.601133628902231
Apcnt_1002028,0.35880874420862374
Apcnt_1002032,0.3088042753322828
Apcnt_1002044,0.13846702704691535
Apcnt_1002052,0.2312513847555814
Apcnt_1002056,0.0178791593999641
Apcnt_1002080,0.015234099881818008
Apcnt_1002084,0.1032855291081016
Apcnt_1002096,0.11608530879492293
Apcnt_1002112,0.002087900331122779
Apcnt_1002124,0.10021829231019713
Apcnt_1002140,0.024827317760906537
Apcnt_1002152,0.14608128522746983
Apcnt_1002156,0.029324781086021656
Apcnt_1002168,0.10063193601254607
Apcnt_1002176,0.5898395549501063
Apcnt_1002200,0.011231992188218262
Apcnt_1002228,0.4608049409320763
Apcnt_1002252,0.48783760804947385
Apcnt_1002268,0.5827045986262362
Apcnt_1002272,0.5821523825114686
Apcnt_1002276,0.8609887499720206
Apcnt_1002288,0.08234546195743096
Apcnt_1002304,0.7201433739234575
Apcnt_1002312,0.44210335542937873
Apcnt_1002320,0.31076733541922186
Apcnt_1002324,0.1623071547190058
Apcnt_1002336,0.21448733024608363
Apcnt_1002368,0.30898270458098753
Apcnt_1002384,0.05866136377212704
Apcnt_1002388,0.27809029021297965
Apcnt_1002400,0.09664893338136109
Apcnt_1002404,0.3423058290710104
Apcnt_1002412,0.5844577763673802
Apcnt_1002420,0.012665733089080599
Apcnt_1002424,0.09532611293404328
Apcnt_1002432,0.10652265673131774
Apcnt_1002444,0.24122942303083125
Apcnt_1002456,0.008167075458873498
Apcnt_1002468,0.004064960775675793
Apcnt_1002472,0.006930739444022524
Apcnt_1002484,0.054768009315649534
Apcnt_1002536,0.26377065680666045
Apcnt_1002568,0.1848167338294611
Apcnt_1002576,0.23186862296064514
Apcnt_1002580,0.021173714334284784
Apcnt_1002604,0.26788729868092825
Apcnt_1002612,0.4055399429909484
Apcnt_1002616,0.37812605775467945
Apcnt_1002624,0.04382355449897573
Apcnt_1002632,0.10459572497439247
Apcnt_1002636,0.7462831522775317
Apcnt_1002644,0.38021565154225834
Apcnt_1002656,0.23302919196036948
Apcnt_1002672,0.5938101068992736
Apcnt_1002680,0.12982420011259863
Apcnt_1002700,0.4082193551274068
Apcnt_1002736,0.6690573556869078
Apcnt_1002756,0.09648883745674856
Apcnt_1002760,0.3623502758797529
Apcnt_1002768,0.510139646245393
Apcnt_1002780,0.6939566432434542
Apcnt_1002784,0.002735079264752568
Apcnt_1002788,0.005239894675666066
Apcnt_1002796,0.09044934332089334
Apcnt_1002800,0.2707114018538728
Apcnt_1002808,0.43656878577482955
Apcnt_1002812,0.06401707331838881
Apcnt_1002832,0.48612940300979013
Apcnt_1002848,0.38290313993871256
Apcnt_1002852,0.011185624825002587
Apcnt_1002860,0.6865630158461755
Apcnt_1002868,0.027022777019626146
Apcnt_1002872,0.7465588453627778
Apcnt_1002888,0.7221968152642971
Apcnt_1002892,0.036068837602848375
Apcnt_1002896,0.48573834381375847
Apcnt_1002912,0.5073187463671075
Apcnt_1002932,0.28053613606575695
Apcnt_1002936,0.33600926885929816
Apcnt_1002980,0.04501380534395422
Apcnt_1002992,0.3345877911088063
Apcnt_1003000,0.10896370672321587
Apcnt_1003028,0.4357713011827281
Apcnt_1003036,0.011994861580495371
Apcnt_1003040,0.04698360895540546
Apcnt_1003048,0.8783318985265871
Apcnt_1003076,0.8204823982937054
Apcnt_1003080,0.7117373618563629
Apcnt_1003100,0.23666579093287307
Apcnt_1003148,0.32432571520320475
Apcnt_1003152,0.009384580494625826
Apcnt_1003180,0.3962917887149849
Apcnt_1003200,0.5139486769252545
Apcnt_1003208,0.6609328688284027
Apcnt_1003216,0.44777783383090775
Apcnt_1003224,0.10734693112128466
Apcnt_1003228,0.1422987871769776
Apcnt_1003232,0.19907198469989956
Apcnt_1003236,0.19111811235911244
Apcnt_1003276,0.24802665626926446
Apcnt_1003280,0.2694089459389625
Apcnt_1003308,0.3027038604940177
Apcnt_1003312,0.5644456943900342
Apcnt_1003324,0.19009747719652026
Apcnt_1003340,0.1302382894614801
Apcnt_1003356,0.05859802796106836
Apcnt_1003384,0.0027349871614432654
Apcnt_1003400,0.004114623820827541
Apcnt_1003412,0.44362450952643157
Apcnt_1003424,0.2981314735592856
Apcnt_1003428,0.037364761294298714
Apcnt_1003452,0.13530079644865142
Apcnt_1003456,0.026223930419401558
Apcnt_1003460,0.2634157299417247
Apcnt_1003484,0.01275611742248873
Apcnt_1003504,0.042581638712650124
Apcnt_1003516,0.009088247465946338
Apcnt_1003520,0.008051508635042854
Apcnt_1003524,0.00598461362232528
Apcnt_1003532,0.01544509381196969
Apcnt_1003560,0.7225219342326544
Apcnt_1003584,0.12218840966817521
Apcnt_1003588,0.2825943025405975
Apcnt_1003600,0.06100192279150513
Apcnt_1003612,0.11424576799611327
Apcnt_1003620,0.4297036914789481
Apcnt_1003636,0.19193158323394524
Apcnt_1003656,0.27506553929990873
Apcnt_1003676,0.38778584135514393
Apcnt_1003696,0.5948423682709275
Apcnt_1003720,0.16485832925558555
Apcnt_1003728,0.25963902098689984
Apcnt_1003732,0.6618369289553667
Apcnt_1003736,0.011012627915414722
Apcnt_1003740,0.3644429596093492
Apcnt_1003744,0.06409674463491696
Apcnt_1003752,0.32686799158522856
Apcnt_1003772,0.1893549501918842
Apcnt_1003780,0.2258691656318175
Apcnt_1003808,0.19513575068675362
Apcnt_1003812,0.0420364057515221
Apcnt_1003828,0.9058253898777338
Apcnt_1003840,0.03512097971128298
Apcnt_1003860,0.19955755786487347
Apcnt_1003864,0.0982822593365003
Apcnt_1003880,0.008041766321997943
Apcnt_1003888,0.495123617790336
Apcnt_1003892,0.24640759253957872
Apcnt_1003896,0.3319172977569584
Apcnt_1003904,0.3158884464115021
Apcnt_1003924,0.39242824701189094
Apcnt_1003928,0.053266041812286155
Apcnt_1003964,0.08728260677040879
Apcnt_1003972,0.1378180011736001
Apcnt_1003984,0.17064989759603977
Apcnt_1004016,0.2416170581507285
Apcnt_1004028,0.058352128833703575
Apcnt_1004044,0.564556434085656
Apcnt_1004048,0.11040047199016016
Apcnt_1004068,0.30441659442982083
Apcnt_1004096,0.3552603595632013
Apcnt_1004100,0.5249143208568922
Apcnt_1004128,0.2904895868904756
Apcnt_1004144,0.7708930408206282
Apcnt_1004152,0.2886660549860415
Apcnt_1004172,0.10455930327994217
Apcnt_1004208,0.03969461632751427
Apcnt_1004216,0.32854100256667956
Apcnt_1004220,0.26068888920154176
Apcnt_1004228,0.4416276431550352
Apcnt_1004240,0.19346039549926655
Apcnt_1004248,0.2189545971899591
Apcnt_1004264,0.3053047387528807
Apcnt_1004272,0.3861841352655676
Apcnt_1004288,0.5458145748521495
Apcnt_1004292,0.00885161269840191
Apcnt_1004300,0.5451899575691489
Apcnt_1004304,0.23506066664248046
Apcnt_1004312,0.18130096385016162
Apcnt_1004316,0.4671325929221674
Apcnt_1004332,0.18015400149234123
Apcnt_1004344,0.2810261563520679
Apcnt_1004348,0.2915493365809038
Apcnt_1004352,0.8833377545262844
Apcnt_1004384,0.01685842123364383
Apcnt_1004392,0.33987287421710055
Apcnt_1004404,0.00403668005036038
Apcnt_1004408,0.005349061376192894
Apcnt_1004428,0.03731227085205437
Apcnt_1004432,0.32283665833069447
Apcnt_1004452,0.22058918354979068
Apcnt_1004456,0.1930340644757403
Apcnt_1004464,0.18458967743378218
Apcnt_1004476,0.28084477747519637
Apcnt_1004484,0.003411470311467175
Apcnt_1004488,0.01622725776183846
Apcnt_1004500,0.2687615128721495
Apcnt_1004512,0.004013640908994748
Apcnt_1004528,0.010289799729351434
Apcnt_1004536,0.006984500405318483
Apcnt_1004544,0.03663545567589454
Apcnt_1004564,0.00534522083046998
Apcnt_1004572,0.01046997584142454
Apcnt_1004588,0.09898923454299849
Apcnt_1004624,0.2272353192377894
Apcnt_1004632,0.37809259089329034
Apcnt_1004636,0.1307453785728196
Apcnt_1004648,0.7097761981054895
Apcnt_1004680,0.6755039216832703
Apcnt_1004684,0.25930409604226345
Apcnt_1004704,0.6458987210933773
Apcnt_1004708,0.01093333961159894
Apcnt_1004712,0.5647388361265774
Apcnt_1004716,0.6158176266352692
Apcnt_1004752,0.3158429710905231
Apcnt_1004760,0.18561052326128885
Apcnt_1004772,0.31538592580507635
Apcnt_1004788,0.024735603279214834
Apcnt_1004792,0.0036614595768830623
Apcnt_1004808,0.2417339528494814
Apcnt_1004812,0.08559843909830799
Apcnt_1004824,0.24638908743809557
Apcnt_1004828,0.4260427355354251
Apcnt_1004836,0.003585801967123473
Apcnt_1004864,0.18731272702442534
Apcnt_1004884,0.10852506311280787
Apcnt_1004888,0.4981537809305318
Apcnt_1004900,0.6989864450495514
Apcnt_1004912,0.1516697819938791
Apcnt_1004932,0.6521978299023351
Apcnt_1004944,0.010773553917869735
Apcnt_1004968,0.0028856759883811593
Apcnt_1004972,0.0849834710712907
Apcnt_1004976,0.5190585054299479
Apcnt_1004996,0.20786905515976192
Apcnt_1005000,0.31793690156393734
Apcnt_1005016,0.13543504201531562
Apcnt_1005040,0.3700370690204832
Apcnt_1005052,0.24676248396732411
Apcnt_1005056,0.5173217161133465
Apcnt_1005064,0.1488975856385984
Apcnt_1005080,0.7818848658665206
Apcnt_1005088,0.06073644314553305
Apcnt_1005096,0.20912220674852044
Apcnt_1005100,0.13973209626758
Apcnt_1005116,0.1494007257982208
Apcnt_1005144,0.29005738266816233
Apcnt_1005148,0.10291417602263363
Apcnt_1005168,0.3147381903216717
Apcnt_1005196,0.09162661207812538
Apcnt_1005200,0.15139612462139873
Apcnt_1005204,0.5092571059086735
Apcnt_1005208,0.3719550847062073
Apcnt_1005212,0.19243992834114074
Apcnt_1005216,0.3177559238535409
Apcnt_1005220,0.061997911259296413
Apcnt_1005256,0.1514580948271433
Apcnt_1005284,0.28223142461010287
Apcnt_1005316,0.2745256762102292
Apcnt_1005340,0.23366484244605892
Apcnt_1005440,0.01846954901290274
Apcnt_1005456,0.08013399194239822
Apcnt_1005460,0.4160776342244172
Apcnt_1005464,0.0990443254635683
Apcnt_1005472,0.1455484709709143
Apcnt_1005480,0.8211798838547729
